movieId,title,genres,storyline,country,language,director,release_year,runtime,age_rating,tag_1,tag_2,tag_3
473,In the Army Now (1994),Comedy|War,"Bones and Jack are two guys with very little going right in their lives. The two decide to join the Army as part of the water purification team and eventually find themselves on the front lines in the conflict between the northern African countries of Chad and Libya. The two men, along with a few companions, have it upon themselves to save the day in combat, something they know little about. —Anonymous",United States,English,Daniel Petrie Jr.,1994.0,1 hour 31 minutes,"Rated PG for some war action, mild language and comic sensuality",,,
474,In the Line of Fire (1993),Action|Thriller,"Frank Horrigan (Clint Eastwood) is a Secret Service Agent who keeps thinking back to November 22, 1963, when, as a hand-picked Agent by President John F. Kennedy, he became one of the few Agents to have lost a President to an assassin when Kennedy died. Now, former C.I.A. assassin Mitch Leary (John Malkovich) is stalking the current President (Jim Curley), who is running for re-election. Mitch has spent long hours studying Horrigan, and he taunts Horrigan, telling him of his plans to kill the President. Leary plans to kill the President because Leary feels betrayed by the government. Leary was removed from the C.I.A., and the C.I.A. is now trying to have him killed. After talking to Leary, Horrigan makes sure he is assigned to Presidential protection duty, working with fellow Secret Service Agent Lilly Raines (Rene Russo). Horrigan has no intention of failing his President this time around, and he's more than willing to take a bullet. White House Chief of Staff Harry Sargent (Fred Dalton Thompson) refuses to alter the President's itinerary, while Horrigan's boss, Secret Service Director Sam Campagna (John Mahoney), is supportive of Horrigan. As the election gets closer, Horrigan begins to doubt his own abilities, especially when Horrigan's colleague Al D'Andrea (Dylan McDermott) is killed by Leary. But Horrigan may be the only one who can stop Leary. —Todd Baldridge",United States,English,Wolfgang Petersen,1993.0,2 hours 8 minutes,15,,,
475,In the Name of the Father (1993),Drama,"Young Belfastian Gerry Conlon (Daniel Day-Lewis) admits that he was in London at the time of the incident. He also admits that he is not a model citizen, having committed a petty robbery while in London. He does however profess his innocence when it comes to the bombing of the Guildford Pub in London in 1974, the event which killed several people inside. A self-professed non-political person, he and his three co-accused, dubbed the Guildford Four, are thought to be provisional members of the I.R.A. Their self-professed innocence is despite each having signed a statement of guilt which they claim were signed under duress. Their case includes having provable alibis for the time frame of the bombing. And eventually, Joe McAndrew (Don Baker), a known I.R.A. member, admits to the bombing. Dubbed the Maguire Seven, seven others, primarily members of Gerry's extended family including his father Giuseppe (Pete Postlethwaite), are accused of being accessories to the bombing. Following on the work initiated by Giuseppe, Gerry works on a campaign to prove their collective innocence, this work with the assistance of compassionate lawyer Gareth Peirce (Dame Emma Thompson). As Gareth works on this campaign, she is faced with obstacle after obstacle placed by Robert Dixon (Corin Redgrave), who led the initial investigation and questioning of the four accused on behalf of the Police. —Huggo",Ireland,English,Jim Sheridan,1993.0,2 hours 13 minutes,15,,,
476,"Inkwell, The (1994)",Comedy|Drama,"In 1976, Drew Tate is a young teenager who has trouble dealing with life after he accidentally sets his house on fire. His parents Kenny and Brenda decide to go to Martha's Vineyard to spend Fourth of July weekend with Brenda's sister Francis, Francis' black Republican husband Spencer and their son Junior. While there Drew falls for a self centered girl named Lauren and befriends a married lady named Heather. While on their vacation, Drew deals with his parents attempts to save their marriage as well as with his own troubles. Eventually all of this leads to a life changing event for Drew as well as his parents. —Brian Washington <Sargebri@att.net>",United States,English,Matty Rich,1994.0,1 hour 50 minutes,Rated R for language,,,
477,What's Love Got to Do with It? (1993),Drama|Musical,"Anna Mae Bullock always had a special voice. Soon after arriving in St. Louis to live with the mother who had walked out when she was small, she soon attracts the attention of pop group leader Ike Turner. She becomes his band's singer, his wife, and mother to his children - not all hers. In love with him and determined not to leave in the way her mother had, she finds herself the target of increasing violence from him who can't see who is making his band such a success. —Jeremy Perkins {J-26}",United States,English,Brian Gibson,1993.0,1 hour 58 minutes,18,,,
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,"Jimmy Alto is an actor wannabe who stumbles into the role of a lifetime. He becomes a vigilante crime-fighter, aided by his sidekick William, who has suffered a head wound and has problems with short-term memory. Jimmy's vigilante alter ego soon becomes a media wonder--but Jimmy remains a total unknown and his long-suffering girl friend Lorraine is getting fed up with the whole situation. —Reid Gagle",United States,English,Barry Levinson,1994.0,1 hour 52 minutes,15,,,
479,Judgment Night (1993),Action|Crime|Thriller,"Four pals are on their way to a boxing match, but get stuck in heavy traffic. To get to the boxing match in time they take the first exit they find to find another way to the venue. As they are driving around lost in gang-land they get stuck and witness a brutal murder. The killer wants no witnesses and tries to kill them too. The four pals get away the first time, but the killer is soon back on their tail again while they are trying to find help in the middle of nowhere. —Anonymous",Japan,English,Stephen Hopkins,1993.0,1 hour 50 minutes,15,,,
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,"Huge advancements in scientific technology have enabled a mogul to create an island full of living dinosaurs. John Hammond has invited four individuals, along with his two grandchildren, to join him at Jurassic Park. But will everything go according to plan? A park employee attempts to steal dinosaur embryos, critical security systems are shut down and it now becomes a race for survival with dinosaurs roaming freely over the island. —Film_Fan",United States,"English, Spanish",Steven Spielberg,1993.0,2 hours 7 minutes,12,,,
481,Kalifornia (1993),Drama|Thriller,"Brian Kessler, a journalist researching serial killers, and his photographer girlfriend Carrie set out on a cross-country tour of the sites of the killings. Sharing the ride and their expenses are Early Grayce, a paroled white trash criminal, and his girlfriend Adele. As the trip progresses, Early begins to appear more and more unstable, and Brian and Carrie begin to fear that they may have a real-life killer in the back seat of their car. —Scott Renshaw <as.idc@forsythe.stanford.edu>",United States,English,Dominic Sena,1993.0,1 hour 57 minutes,"Rated R for strong violence, and for sexuality and language",,,
482,Killing Zoe (1994),Crime|Drama|Thriller,"Zed has only just arrived in the beautiful Paris and already he's up to no good. Having just slept with a call girl, he spends a night on the town with his dangerous friends. They all decide to rob a bank the following day. There's only one problem: Zed's call-girl, Zoe, just happens to work at the bank which is to be robbed! —Michael Feller <reb@magna.com.au>",France,"English, French",Roger Avary,1993.0,1 hour 36 minutes,18,,,
484,Lassie (1994),Adventure|Children,"Determined to start a new life in the country, the Turner Family - Dad, stepmom, little Jennifer and teenager Matt - leaves the city for the wilds of Virginia. The move creates problems for everyone, especially Matt, who feels lost and alone in his new surroundings. Fortunately, the Turners are helped by a homeless collie who becomes part of their lives - and Matt does a lot of growing up as a result of the dog's unflinching loyalty. —Anonymous",United States,English,Daniel Petrie,1994.0,1 hour 34 minutes,All,,,
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,"Young Danny Madigan is a huge fan of Jack Slater, a larger-than-life action hero played by Arnold Schwarzenegger. When his best friend, Nick the projectionist, gives him a magic ticket to the newest Jack Slater movie, Danny is transported into Slater's world, his number one hero where the good guys always win. It's a dream come true for Danny, but things take a turn for the worse when one of Slater's enemies, Benedict the hit man, gets ahold of the ticket and ends up in Danny's world. Slater and Danny must join forces and travel back and stop him at all costs before it'll be the end of Jack Slater. —Anthony Pereyra {hypersonic91@yahoo.com}",United States,English,John McTiernan,1993.0,2 hours 10 minutes,15,,,
